RowID,ResponseId,Q3_subfield,Q4_quantqual,Q6_definition,exclude,data-new,methods-same,context-new,result-similar,data-same,methods-varied,context-same,result-same,results-combined,replicable-nasem,data-method-result,data-method,data-results,method-results,open-repeatable,validate-external,unique-space-time,validate-internal,epistemology,reproduction
42,R_2zeUZXvv8xhigAK,"Physical geography, earth and environmental sciences",Mixed Methods,"Published work can be reproduced by others. It is important that the paper is written and data presented in such a way this is possible. Not always the case. 

Results are common across a set of independent studies,  data analyses and data sets. This is not something I find is commonly presented in my field (sea ice geophysics). There is actually a tendency to prevent publication of papers that are reproducing past analysis. Also, it is not encouraged in our career progression to publish such work. Novelty is prized over verifying scientific findings are indeed robust and peer review. 

Experiments are designed such that their results can be tested independently (admittedly this is not so common in geosciences where we might collect a data set that is available in other forms).  And this might be described better as a robust finding if the same behavior is identified in independant data sets. However publishing of results that turn out to be not reproduced subsequently in new data is a known issue.",0,1,1,1,1,0,0,0,0,1,3,1,1,1,1,1,1,0,0,0,0
266,R_2zj9ELKfr6t6eI6,"Physical geography, earth and environmental sciences",Quantitative,"Clear presentation of results and analysis, such that methods can be understood and reproduced; moreover, it is increasingly common and expected in my field to publish datasets and/or code underlying the analyses to aid replicability.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,R_2ZOlDtacOfxzhdk,"Physical geography, earth and environmental sciences",Mixed Methods,Replicability is the obtention of consistent results in different studies,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
55,R_3094fdxPPmcPrN3,Nature and society,Qualitative,"Replicable studies in nature/society geography are those with sufficient methodological transparency and explication in study design that another researcher might reliably tackle the same study again to falsify, verify, and evaluate the previous results. Most obvious here, Land Change Science studies use publicly available remote sensing and property data, for example. I would be generous enough with my definition to include all historical qualitative work, and some other qualitative work. Example: A study of John Muir's texts that explores specific representations of, say Native Americans, would be empirically replicable, even if the interpretive elements were not.",0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
12,R_30ehVoLlny5CBlz,"Geographic methods, GIS, spatial statistics",Quantitative,Producing consistent results with varied data and analytic methods.,0,1,0,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0
128,R_30oDv1pHPoPxqec,Human geography,Qualitative,"It's not something we really talk about in qualitative human geography studies. However, if someone does research on the same topic in the same place and find vastly different results, there's obviously a methodological issue. Or some sort of major change that needs to be addressed.",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
158,R_31T0pSIYyHRWKZy,Nature and society,Mixed Methods,Can you duplicate results,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
97,R_31YGatmnn7bK2uy,"Physical geography, earth and environmental sciences",Quantitative,"The ability of other to redo analyses, using the same data and same methods",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
194,R_32Q6Rwar8wdJipq,"Physical geography, earth and environmental sciences",Quantitative,The same research results can be obtained when the same research methods are applied to the same subject by third parties and by the original researchers.,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
184,R_32QOe4jF6xH5Dvt,"Physical geography, earth and environmental sciences",Mixed Methods,"by ""replicability"" I understand the possibility of repeating research by other researchers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
222,R_3314IyqBXVcjtrr,Nature and society,Mixed Methods,"That two researchers (research teams) can carry out more or less the same study reaching independent each other and still reach results that resemble each other. However, qualitative studies as well as surveys can be difficult to replicate, should the respondents for instance be exactly the same - whereby you run the risk of respondents will reply differently precisely because they have been asked before whcih has led to reflection and chanings perceptions/attitudes.",0,0,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,1,0
122,R_338VdQJ0wUNr6dJ,Human geography,Qualitative,"How likely it would be that if your conducted your study on a wider population of your sample, that you would get the same results/ findings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,R_33BlbdABt1x4k9p,Nature and society,Quantitative,The same results of a study can be obtained by an independent team using the same research methods/experimental setup,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
89,R_33DyH9s55vh6rM8,Nature and society,Quantitative,Experimental results can be repeated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,R_33xTNpDNmRJkE8f,"Geographic methods, GIS, spatial statistics",Quantitative,"Replicability to me means that published results should not be merely contingent on overly specific or even idiosyncratic conditions. Instead, the same basic features should occur repeatedly under different, comparable conditions, provided that these reflect the same process that presumably led to the emergence of the reproduced result. This understanding mainly pertains to empirical results. In conceptual or formal (i.e. deductive) work, replicability should be much easier to achieve, since there is either logical consistency or not.",0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
85,R_3D797Qzrg766d5e,Human geography,Qualitative,I am working in topics of planning. Many studies are case studies about unique planning processes. Studying the same process by different researchers may result in different perspectives as the questions and perspective may be different. Studying different cases may result also in different outcomes as context matters.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
126,R_3ebph0chFaeK39K,Human geography,Mixed Methods,Using the same data and prove whether also other researchers get the same results.,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
244,R_3EoSdicVny87FVP,"Geographic methods, GIS, spatial statistics",Quantitative,"I rely on the definition provided by Bollen et al. (2015, p. 4): ""Replicability refers to the ability of a researcher to duplicate the results of a prior study if the same procedures are followed but new data are collected.""

Reference:
*************
Bollen, K.; Cacioppo, J. T.; Kaplan, R. M.; Krosnick, J. A.; Olds, J. L. (2015): Social, Behavioral, and Economic Sciences Perspectives on Robust and Reliable Science. Report of the Subcommittee on Replicability in Science. Advisory Committee to the National Science Foundation Directorate for Social, Behavioral, and Economic Sciences.",0,1,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0
269,R_3EX39IG50mfpoyP,Human geography,Qualitative,To use a study design that can be adopted by another researcher who is asking the same or similar research question and is interested to learn whether they will find the same or similar results.,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0
105,R_3EXOoXHfO5D3dBj,"Geographic methods, GIS, spatial statistics",Quantitative,The ability to read one's work and recreate the same results using the same methodology.,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
91,R_3fcQ9Z9RVRQXJCX,Human geography,Qualitative,Replicability means obtaining consistent data and results across studies aimed at answering the same scientific question/s using new data or other new methods.,0,1,1,0,1,0,1,0,0,1,3,1,1,1,1,0,1,0,0,0,0
2,R_3fHjYUojPVtzrSp,"Physical geography, earth and environmental sciences",Quantitative,That a given set of data and a given set of methods can be shown to give the same result as previously obtained.,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
132,R_3FP63BTUCCI7Fts,"Physical geography, earth and environmental sciences",Mixed Methods,Repeat your results during the experiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,R_3FQhYe6kvURaHRL,Human geography,Quantitative,"To be able to perform an experiment and repeating it under the same/very similar circumstances.

Producing a script/research than can be run/performed by anyone, anywhere reaching the same results based on the same dataset/conditions and information",0,0,1,0,0,1,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0
255,R_3fw9zzmSBdpfoku,Human geography,Qualitative,"it is a term that is most often used in a positivist paradigm to point at the extent to which research result can be repeated in another research setting, or the extent to which research are externally generalizable. It is however an uncommon term used in qualitative research, where usually other criteria are being used to assess the rigour of research.",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
174,R_3g14nsAAC2YUEz7,Nature and society,Quantitative,The methodologies provided in research outputs enable others to produce the same results from the same dataset.,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
177,R_3G2j1MeTjxp2PQP,Human geography,Qualitative,It can be copied and be learned to some extent for improvement.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,R_3G833vaOsIMiJqT,Nature and society,Mixed Methods,"Ensure that reserach undertaken is accurately documented, including choice of methods, sample selection, and code produced to analyse/process data, to ensure that research is 'reproducible' to the extent that if the same data were used the same results would be found",0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
265,R_3h4wefeiWpv8qjl,"Geographic methods, GIS, spatial statistics",Quantitative,A test can be done again. Results can be obtained according to the given process.,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
61,R_3HiTQl5dgpRJuqr,Human geography,Qualitative,"I understand replicability as a feature of quantitative studies or experiments and refers to the possibility of repeating the exact methods of data collection and arriving at the same results and conclusions as a previous researcher.
In my subfield, replicability is generally not an expectation because we are particularly interested in the specifics of what is happening in particular places, times and contexts and there is infinite variability. Most data we deal with is qualitative and even if the same research methodology was repeated, the data set would not be replicable.",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,1,0,1,0
238,R_3HjGCTIojPwlaYO,"Physical geography, earth and environmental sciences",Quantitative,The ability to obtain consistent results (given inherent amount of system variation) from independent studies designed to investigate the same hypothesis,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
209,R_3IQP2wtccGZwiZl,Human geography,Quantitative,"Offering readers all resources (data, code, instructions...) needed to replicate a study's results",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
280,R_3IQWK1cyrrAaBg8,"Physical geography, earth and environmental sciences",Quantitative,Obtainig similar results within different laboratories for the same methodology,0,0,1,1,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
144,R_3irFM4PEDfmMit0,"Physical geography, earth and environmental sciences",Mixed Methods,When working with speleothems on paleoclimate my aim is to verify if I ca obtain consistent results from several speleothems and caves located in similar geographic region in order to verify if I ca answer the same scientific question.  This is done by  obtaining independent data from each cite .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
196,R_3ISkQ8fcHYBtgGQ,Human geography,Mixed Methods,Ability to reproduce the results of a research by following a clear procedure,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
16,R_3J8E376HYtxj70C,"Geographic methods, GIS, spatial statistics",Quantitative,Using the same or similar data from the same category could lead to the exact the same or similar result if you adopt the same algorithm.,0,1,1,0,1,1,0,0,1,1,3,1,1,1,1,1,0,0,0,0,0
130,R_3J9H1XkKEabNEJI,"Physical geography, earth and environmental sciences",Mixed Methods,"the fact that the survey (e.g. geomorphological, volcano-tectonic, etc..) you produced can be similar to the one produced by other people in the same area. In other therm different people ""see"" or quantify the same geological object or processes.",0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
22,R_3j9xK0jlPG7lYS8,Human geography,Quantitative,the feasibility of reproducing results presented in a study by a different researcher,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
193,R_3JDyx6DaPYLYCTT,Human geography,Mixed Methods,"(1) To apply the methods of published research in other areas or in a local case study with new findings;

(2) To develop an indigenous framework based on a theory published and widely discussed;

(3) To replicate existing research in another study to solve specific problems or response to specific phenomena.",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,R_3JfxLzPYz0yYY05,"Physical geography, earth and environmental sciences",Quantitative,That anyone can repeat your study.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,R_3JtrZSxjlijeRTs,"Geographic methods, GIS, spatial statistics",Quantitative,Whether a method is providing expected results when applied to datasets on which it is supposed to work,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
115,R_3Jx70QXTh3ywCYY,Nature and society,Mixed Methods,"Capacity to reproduce research processes and methods leading to similar outcome, if they were applied by a different team of researchers in the same setting, or to comparable results (comparable in the sense of enabling comparisons), if they were applied in a different setting. However, in my understanding replicability in any scientific discipline is more about ensuring ""transparency"" of research (eliciting which methods are applied and how they are applied) rather than about enabling ""validation"" of research outputs.",0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0
7,R_3JyEhu9Fwpuwr8v,Nature and society,Mixed Methods,"important aspect of reliability; the ability to reproduce findings across different datasets, populations, contexts, etc.",0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0
279,R_3KUdpK17gEnb4fU,"Geographic methods, GIS, spatial statistics",Quantitative,Reading an article and using the same methods in another context,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,R_3kwjSVPeyBIYRDF,Human geography,Mixed Methods,The extent to which the results can be transferred and replicated to other contexts,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
251,R_3kzkSfKmZzAETSt,"Physical geography, earth and environmental sciences",Qualitative,The same results obtained by the same methods in different laboratories.,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
151,R_3kzYDRIyZiLdDLc,"Physical geography, earth and environmental sciences",Quantitative,Replication of results if same method/approach was used,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
44,R_3LjBsyzGr80wcSa,Human geography,Mixed Methods,The ability for some other researcher to carry out your same research design as closely as possible.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
189,R_3lMreejg02CES3V,"Physical geography, earth and environmental sciences",Quantitative,repeating the analysis of 'unknowns' and receiving the same (within uncertainties) results,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
225,R_3m3k6FdTAqZLSTP,Human geography,Qualitative,"not always applicable in my subfield, but I regard it as the possibility to repeat a very similar project with very similar results.",0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0
183,R_3n77tPjjYIWc1cR,"Geographic methods, GIS, spatial statistics",Quantitative,"The analysis I have conducted should be replicable using the data I make available (or through the collection of the same data) by other researchers.

A study with high external validity makes the results replicable in different (but comparable) contexts with different (but comparable) data",0,1,1,1,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0,0
81,R_3NECVf8UIwVWX8U,Human geography,Qualitative,"Someone would be able to use your description of the research methods you used, apply them themselves and generate data that led them to the same conclusions.",0,1,1,0,1,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0
190,R_3NEeYSMCiB9MAEN,"Physical geography, earth and environmental sciences",Quantitative,A researcher with the same level of understanding should be able to follow the same methods in a study and achieve similar results and conclusions.,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
56,R_3NvKxwdJMmOCN5G,Human geography,Quantitative,"To provide a full and complete information to repeat research and validate findings through the publication of open analytical (not primary) data, metadata, codes, pipelines, etc",0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
259,R_3OpRADPduNKjEya,"Physical geography, earth and environmental sciences",Mixed Methods,The use of new data or methods,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,R_3PRye7gYezOb3Lj,"Geographic methods, GIS, spatial statistics",Quantitative,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,R_3qapy3dscjFt7iJ,"Physical geography, earth and environmental sciences",Quantitative,The ability for someone else (or yourself) to repeat the study using the same methods and approaches.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
79,R_3qF4UPEft8yLgtd,Human geography,Qualitative,"That a similar study can be conducted by another scholar, towards comparability.",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
249,R_3qq9piyuQmicdg2,"Physical geography, earth and environmental sciences",Mixed Methods,That someone else can complete the same study and get the same/similar results,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
80,R_3qZEzHXTabXnWix,"Physical geography, earth and environmental sciences",Quantitative,The ability to reproduce quantitative results,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
173,R_3RaulrncYoApMmL,"Physical geography, earth and environmental sciences",Quantitative,the research results could be reproduced by others,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
54,R_3rYC3Q28qUIqzWL,Nature and society,Quantitative,It means reliability of your work. Others can find your results as well when they follow your methodology and use your dataset,0,0,1,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
75,R_3s4ZR5gpyzFsoqy,"Physical geography, earth and environmental sciences",Mixed Methods,Reproducibility of the method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,R_3s6X41w0Nmc8CrS,"Geographic methods, GIS, spatial statistics",Mixed Methods,data and method sharing,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
121,R_3szQJqYPYjFtIzA,"Physical geography, earth and environmental sciences",Quantitative,It is the ability of a scientific experiment to be repeated to obtain a similar result.,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0
88,R_4I8D3P7vbLHplkd,"Physical geography, earth and environmental sciences",Quantitative,The extent to which a study and its results can be replicated independently.,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
263,R_4OOu40Y7K5C4XwR,"Geographic methods, GIS, spatial statistics",Quantitative,If you repeat an experiment/analysis/protocol it will produce similar results,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
232,R_4VOi5aNCYFvE4IV,NA,Mixed Methods,"Replicabilty roughly means that when you do the same study/experiment again, you will find thesame effects",0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0
